,홍수사상번호,연,월,일,시간,유입량,집단평균 유역평균강수,집단평균 유역강수합,집단평균 유역강수표준편차,집단평균 강우(A지역),집단평균 강우(B지역),집단평균 강우(C지역),집단평균 강우(D지역),집단평균 수위(E지역),집단평균 수위(D지역),집단합 강우(A지역),집단합 강우(B지역),집단합 강우(C지역),집단합 강우(D지역),집단합 수위(E지역),집단합 수위(D지역),집단표준편차 강우(A지역),집단표준편차 강우(B지역),집단표준편차 강우(C지역),집단표준편차 강우(D지역),집단표준편차 수위(E지역),집단표준편차 수위(D지역),평균기온(℃),평균최고기온(℃),최고기온(℃),평균최저기온(℃),최저기온(℃),평균습도(%rh),최저습도(%rh),평균일강수량(mm),최다일강수량(mm),1시간최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),일조합,일사합
19,1,2006,7,11,3,1352.132424,60.18333333333333,361.09999999999997,0.7840422324226055,45.166666666666664,59.833333333333336,51.333333333333336,61.833333333333336,4.22,122.60483531666667,271,359,308,371,25.319999999999997,735.6290119,1.0671873729054746,2.266911751455907,2.6246692913372702,1.3437096247164249,0.0,0.025546720478528382,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
20,1,2006,7,11,4,1295.893649,60.833333333333336,365.0,0.9551032521262927,45.666666666666664,60.166666666666664,51.166666666666664,62.5,4.23,122.64055951666667,274,361,307,375,25.380000000000003,735.8433571,0.7453559924999298,2.733536577809454,2.1921577396609844,0.5,0.0,0.03764432769309187,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
21,1,2006,7,11,5,1256.268823,61.383333333333326,368.29999999999995,1.2061186600920415,45.833333333333336,61.0,52.5,62.666666666666664,4.240000000000001,122.67997618333334,275,366,315,376,25.440000000000005,736.0798571,0.372677996249965,2.8284271247461903,2.565800719723442,0.4714045207910317,8.881784197001252e-16,0.05340226180413899,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
22,1,2006,7,11,6,1265.636588,61.76666666666666,370.59999999999997,1.4031710119899443,47.0,61.333333333333336,52.0,63.0,4.259999999999999,122.72530753333335,282,368,312,378,25.559999999999995,736.3518452000001,1.0,2.98142396999972,2.309401076758503,0.0,8.881784197001252e-16,0.07147427592641453,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
23,1,2006,7,11,7,1312.761633,62.06666666666667,372.40000000000003,1.4783624574357797,47.666666666666664,60.833333333333336,52.0,62.833333333333336,4.3500000000000005,122.77456943333334,286,365,312,377,26.1,736.6474166,0.7453559924999298,2.608745973749755,2.309401076758503,0.37267799624996495,8.881784197001252e-16,0.08963660241204645,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
24,1,2006,7,11,8,1375.505161,62.1,372.6,1.530795000427339,47.666666666666664,60.5,52.166666666666664,62.666666666666664,4.46,122.82939881666668,286,363,313,376,26.76,736.9763929000001,0.7453559924999298,2.140872096444188,2.1147629234082532,0.7453559924999298,0.0,0.10838521867993901,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
25,1,2006,7,11,9,1437.167338,61.949999999999996,371.7,1.503052449739086,48.0,60.166666666666664,52.166666666666664,62.166666666666664,4.71,122.8895873,288,361,313,373,28.26,737.3375238,0.0,1.674979270186815,2.034425935955617,1.0671873729054748,0.0,0.12628758119305675,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
26,1,2006,7,11,10,1502.804186,61.61666666666667,369.7,1.4587856441422633,48.0,59.833333333333336,52.166666666666664,61.666666666666664,5.06,122.95165078333333,288,359,313,370,30.359999999999996,737.7099047,0.0,1.2133516482134197,2.034425935955617,1.1055415967851332,0.0,0.1439203560267321,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
27,1,2006,7,11,11,1582.91069,61.15,366.9,1.2945398152754264,48.0,59.5,52.333333333333336,61.333333333333336,5.27,123.01497618333333,288,357,314,368,31.619999999999997,738.0898571,0.0,0.7637626158259734,1.8856180831641267,0.4714045207910317,0.0,0.1607686756361384,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
28,1,2006,7,11,12,1676.198585,60.583333333333336,363.5,1.0945572417902845,47.0,59.333333333333336,52.333333333333336,60.833333333333336,5.329999999999999,123.07857938333335,282,356,314,365,31.979999999999997,738.4714763000001,0.0,0.4714045207910317,1.8856180831641267,0.372677996249965,8.881784197001252e-16,0.17462829185058065,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
29,1,2006,7,11,13,1734.246617,60.13333333333333,360.8,0.7909207011803102,46.0,59.166666666666664,52.333333333333336,60.666666666666664,5.34,123.14537301666667,276,355,314,364,32.04,738.8722381,0.0,0.372677996249965,1.8856180831641267,0.4714045207910317,0.0,0.1861774668330605,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
30,1,2006,7,11,14,1714.092218,59.70000000000001,358.20000000000005,0.5477225575051661,46.0,59.0,52.333333333333336,61.0,5.34,123.21752578333333,276,354,314,366,32.04,739.3051547,0.0,0.0,1.8856180831641267,0.0,0.0,0.197186541460181,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
31,1,2006,7,11,15,1641.740554,59.366666666666674,356.20000000000005,0.3091206165165228,46.0,59.0,52.333333333333336,61.0,5.32,123.29016466666667,276,354,314,366,31.92,739.740988,0.0,0.0,1.8856180831641267,0.0,0.0,0.20622668251428122,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
32,1,2006,7,11,16,1560.438727,59.050000000000004,354.3,0.35000000000000125,43.0,59.0,52.333333333333336,61.0,5.28,123.36345238333332,258,354,314,366,31.680000000000003,740.1807143,0.0,0.0,1.8856180831641267,0.0,0.0,0.21342772363581056,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
33,1,2006,7,11,17,1503.816413,58.88333333333333,353.3,0.5304610154279845,42.0,59.0,52.333333333333336,61.0,5.23,123.43757341666667,252,354,314,366,31.380000000000003,740.6254405,0.0,0.0,1.8856180831641267,0.0,0.0,0.2198379048519399,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
34,1,2006,7,11,18,1467.033586,58.833333333333336,353.0,0.5962847939999445,42.0,59.0,51.333333333333336,61.0,5.18,123.51234326666666,252,354,308,366,31.08,741.0740595999999,0.0,0.0,0.4714045207910317,0.0,0.0,0.22402436624069663,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
35,1,2006,7,11,19,1435.632793,58.833333333333336,353.0,0.5962847939999445,42.0,59.0,51.0,61.0,5.14,123.59041666666667,252,354,306,366,30.84,741.5425,0.0,0.0,0.0,0.0,0.0,0.22657052188863686,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
36,1,2006,7,11,20,1398.298088,58.833333333333336,353.0,0.5962847939999445,42.0,59.0,51.0,61.0,5.1000000000000005,123.66582143333333,252,354,306,366,30.6,741.9949286,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.22692544237466844,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
37,1,2006,7,11,21,1356.279548,58.88333333333333,353.3,0.5756638679723518,42.0,59.0,50.833333333333336,61.0,5.06,123.74352976666665,252,354,305,366,30.359999999999996,742.4611785999999,0.0,0.0,0.37267799624996495,0.0,0.0,0.22618412259397172,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
38,1,2006,7,11,22,1313.968753,58.88333333333333,353.3,0.5428832491634124,42.0,59.0,50.5,61.0,5.02,123.82322221666668,252,354,303,366,30.119999999999997,742.9393333,0.0,0.0,1.118033988749895,0.0,0.0,0.22650660800052147,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
39,1,2006,7,11,23,1275.609823,59.01666666666667,354.1,0.5983774357005419,42.0,59.0,50.5,61.0,4.98,123.90497023333334,252,354,303,366,29.880000000000003,743.4298214,0.0,0.0,1.118033988749895,0.0,0.0,0.2276297856386614,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
40,1,2006,7,11,24,1244.857022,59.133333333333326,354.79999999999995,0.5467073155618923,42.0,60.0,49.5,61.0,4.94,123.98870238333335,252,360,297,366,29.640000000000004,743.9322143,0.0,0.0,2.9297326385411577,0.0,0.0,0.22982787115150288,24.0,27.3,30.9,21.3,17.4,83,48,24.5,132.5,44.0,2.0,15.8,28.3,1.4,10.94
41,1,2006,7,12,1,1225.217152,59.06666666666667,354.40000000000003,0.3496029493900509,42.5,60.0,48.5,61.0,4.89,124.07326785,255,360,291,366,29.34,744.4396071,0.5,0.0,3.947573094109004,0.0,0.0,0.231192089771133,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
42,1,2006,7,12,2,1218.195158,58.949999999999996,353.7,0.11180339887499105,42.833333333333336,60.0,48.333333333333336,61.166666666666664,4.84,124.15703968333332,257,360,290,367,29.04,744.9422380999999,0.372677996249965,0.0,4.4969125210773475,0.6871842709362768,0.0,0.23031709877841822,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
43,1,2006,7,12,3,1217.288567,59.04999999999999,354.29999999999995,0.15000000000000213,42.833333333333336,60.0,46.166666666666664,61.0,4.79,124.24324206666665,257,360,277,366,28.74,745.4594523999999,0.372677996249965,0.0,7.033649282003064,1.0,0.0,0.23168229760304426,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
44,1,2006,7,12,4,1213.993045,59.300000000000004,355.8,0.223606797749979,43.0,61.0,44.0,60.0,4.73,124.32818255000001,258,366,264,360,28.380000000000003,745.9690953,0.0,0.0,8.266397845091497,1.9148542155126762,0.0,0.23397193102301786,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
45,1,2006,7,12,5,1201.361104,59.699999999999996,358.2,0.3162277660168372,42.0,61.0,43.333333333333336,59.833333333333336,4.670000000000001,124.41295634999999,252,366,260,359,28.020000000000003,746.4777380999999,0.0,0.0,9.428090415820632,2.3392781412697,8.881784197001252e-16,0.23650282829701139,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
46,1,2006,7,12,6,1178.672607,60.21666666666667,361.3,0.41799787346614903,42.0,62.0,40.833333333333336,57.833333333333336,4.62,124.4966885,252,372,245,347,27.720000000000002,746.980131,0.0,0.0,12.42868545833477,2.1147629234082532,0.0,0.2382083634201644,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
47,1,2006,7,12,7,1146.764262,60.85,365.1,0.4924428900898037,43.0,62.0,38.666666666666664,55.833333333333336,4.56,124.58125396666668,258,372,232,335,27.359999999999996,747.4875238000001,1.0,0.0,13.97219461008979,3.0776975521032313,0.0,0.24010218911777848,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
48,1,2006,7,12,8,1107.417108,61.93333333333334,371.6,0.8975274678557497,45.166666666666664,62.0,38.833333333333336,54.0,4.509999999999999,124.66619444999999,271,372,233,324,27.059999999999995,747.9971667,1.950783318453271,0.0,15.388487760516156,4.123105625617661,8.881784197001252e-16,0.2423918376046223,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
49,1,2006,7,12,9,1066.189518,64.85000000000001,389.1,2.5985572920372606,47.666666666666664,62.5,40.833333333333336,53.166666666666664,4.46,124.74870436666667,286,375,245,319,26.76,748.4922262,2.8674417556808756,0.5,19.522778718432704,3.6704525909242065,0.0,0.24296349877258536,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
50,1,2006,7,12,10,1029.584203,69.61666666666667,417.70000000000005,4.053564960487112,55.0,64.83333333333333,39.166666666666664,52.0,4.420000000000001,124.83142261666666,330,389,235,312,26.520000000000003,748.9885356999999,7.280109889280518,0.8975274678557508,20.667338698750957,3.3166247903554,8.881784197001252e-16,0.2441718593781806,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
51,1,2006,7,12,11,1003.59915,75.41666666666667,452.5,4.463711709129769,74.0,70.16666666666667,39.666666666666664,47.833333333333336,4.38,124.91376588333333,444,421,238,287,26.279999999999998,749.4825953,17.72004514666935,1.3437096247164249,20.204509947588985,5.3359368645273735,0.0,0.24446490768041568,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
52,1,2006,7,12,12,992.2134611,81.58333333333333,489.5,4.475271562213356,92.16666666666667,83.0,39.333333333333336,45.0,4.34,124.99533333333333,553,498,236,270,26.04,749.972,20.16942129947103,2.23606797749979,19.63556863336419,8.524474568362947,0.0,0.2443028630386636,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
53,1,2006,7,12,13,995.5887004,85.89999999999999,515.4,3.321646178227497,102.0,87.66666666666667,39.166666666666664,41.166666666666664,4.3,125.07430356666669,612,526,235,247,25.8,750.4458214000001,18.027756377319946,3.144660377352201,18.41572395777285,8.896004096721677,0.0,0.24211651027333764,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
54,1,2006,7,12,14,1000.635155,88.64999999999999,531.9,3.0186917696247177,110.0,88.83333333333333,38.333333333333336,34.0,4.27,125.15138493333332,660,533,230,204,25.619999999999997,750.9083095999999,8.602325267042627,4.487637339278753,18.94436298451043,9.273618495495704,0.0,0.23899879067590715,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
55,1,2006,7,12,15,990.9502939,90.41666666666667,542.5,3.7471841279671465,115.16666666666667,84.83333333333333,35.833333333333336,28.833333333333332,4.240000000000001,125.22171826666666,691,509,215,173,25.440000000000005,751.3303096,3.890872509976251,7.602996485304696,17.17960677340692,7.335227028221795,8.881784197001252e-16,0.23438267010285882,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
56,1,2006,7,12,16,957.4227731,91.71666666666665,550.3,4.949214303525583,118.0,80.0,34.166666666666664,24.166666666666668,4.22,125.28962103333333,708,480,205,145,25.319999999999997,751.7377262,2.8284271247461903,11.416362526362473,16.242092092940354,1.6749792701868151,0.0,0.22796563144287976,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
57,1,2006,7,12,17,920.1060007,92.5,555.0,6.839346947382231,120.16666666666667,77.66666666666667,33.5,22.5,4.21,125.35240276666667,721,466,201,135,25.26,752.1144166,2.4776781245530843,14.243907079480998,15.93476283685034,1.3844373104863459,0.0,0.22202199986782542,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
58,1,2006,7,12,18,906.3445727,94.3,565.8,8.49627369301782,132.83333333333334,73.16666666666667,30.5,21.833333333333332,4.21,125.41258728333334,797,439,183,131,25.26,752.4755237,12.239507978491439,16.637474434407274,13.13709759929237,1.3437096247164249,0.0,0.21387859117885533,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
59,1,2006,7,12,19,941.8874633,96.39999999999999,578.4,10.243697249203205,145.33333333333334,69.16666666666667,28.833333333333332,21.5,4.25,125.47004959999998,872,415,173,129,25.5,752.8202975999999,12.023125864580956,18.361342240938946,11.466133708544577,0.7637626158259734,0.0,0.20524691993321137,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
60,1,2006,7,12,20,1046.101159,97.18333333333334,583.1,12.760409693875648,150.16666666666666,67.16666666666667,27.666666666666668,20.833333333333332,4.37,125.52365278333333,901,403,166,125,26.220000000000002,753.1419167,12.667763110439912,19.768802582745256,10.208928554075703,0.3726779962499649,0.0,0.19589728023993147,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
61,1,2006,7,12,21,1236.756525,96.39999999999999,578.4,14.748446245847957,155.0,65.0,24.666666666666668,20.666666666666668,4.6000000000000005,125.57436706666665,930,390,148,124,27.6,753.4462024,4.47213595499958,19.467922333931785,6.724747000610671,0.4714045207910317,8.881784197001252e-16,0.1856784604209463,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
62,1,2006,7,12,22,1520.353654,95.35000000000001,572.1,14.46383420812061,159.0,62.666666666666664,23.166666666666668,23.166666666666668,5.02,125.61857143333334,954,376,139,139,30.119999999999997,753.7114286000001,3.1622776601683795,17.679240808234823,5.610010893235612,2.852873794770615,0.0,0.17457284347879842,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
63,1,2006,7,12,23,1858.309549,94.48333333333333,566.9,13.805121835351143,159.66666666666666,61.333333333333336,22.333333333333332,23.833333333333332,5.66,125.65745635,958,368,134,143,33.96,753.9447381,2.1343747458109497,14.499042113954363,4.818944098266987,3.1841621957571333,0.0,0.16076890550047035,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
64,1,2006,7,12,24,2200.770442,95.26666666666665,571.5999999999999,12.519407156712957,159.5,61.0,22.0,33.0,6.3,125.69446628333333,957,366,132,198,37.8,754.1667977,4.031128874149275,11.150485789118488,4.96655480858378,11.180339887498949,0.0,0.14683818723421732,25.3,29.0,34.0,22.7,18.6,87,51,43.5,226.5,49.5,2.1,10.8,20.2,1.1,8.45
65,1,2006,7,13,1,2511.200044,97.10000000000001,582.6,11.029808097454223,162.5,69.16666666666667,21.666666666666668,39.666666666666664,6.659999999999999,125.73208928333334,975,415,130,238,39.959999999999994,754.3925357,4.031128874149275,8.552127740444998,4.496912521077347,13.337499349161705,8.881784197001252e-16,0.13468074526646953,26.9,31.0,34.0,23.9,20.0,81,49,7.4,65.0,43.5,2.0,11.9,18.8,2.4,12.25
